Accession	GenBank_RefSeq	Organism_Name	Species	Genotype	Isolate	GenBank_Title	Length	Nuc_Completeness	Geo_Location	Country	Host	Tissue_Specimen_Source	Submitters	Publications	Collection_Date	Release_Date	Molecule_type
OP751631	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_127	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_127, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751632	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_128	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_128, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751633	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_129	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_129, complete sequence	7906	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751634	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_130	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_130, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751635	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_6	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_6, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751636	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_7	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_7, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751637	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_13	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_13, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751638	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_22	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_22, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751639	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_23	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_23, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751640	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_24	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_24, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751641	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_26	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_26, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751642	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_27	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_27, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751643	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_28	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_28, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751644	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_29	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_29, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751645	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_30	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_30, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751646	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_31	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_31, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751647	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_32	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_32, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751648	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_73	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_73, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751649	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_75	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_75, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751650	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_76	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_76, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751651	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_77	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_77, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751652	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_78	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_78, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751653	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_86	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_86, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751654	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_87	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_87, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751655	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_89	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_89, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751656	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_90	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_90, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751657	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_91	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_91, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751658	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_93	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_93, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751659	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_94	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_94, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751660	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_95	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_95, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751661	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_96	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_96, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751662	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_97	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_97, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751663	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_99	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_99, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751664	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_100	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_100, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751665	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_102	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_102, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751666	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_103	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_103, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751667	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_104	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_104, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751668	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_105	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_105, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751669	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_106	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_106, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751670	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_108	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_108, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751671	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_109	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_109, complete sequence	7906	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751672	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_111	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_111, complete sequence	7909	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751673	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_114	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_114, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751674	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_132	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_132, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751675	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_116	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_116, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751676	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_117	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_117, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751677	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_119	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_119, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751678	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_120	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_120, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751679	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_121	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_121, complete sequence	7906	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751680	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_123	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_123, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751681	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_124	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_124, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751682	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_133	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_133, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751683	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_125	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_125, complete sequence	7907	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
OP751684	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Asymp_134	UNVERIFIED: Human papillomavirus type 16 isolate Asymp_134, complete sequence	7908	complete	United Kingdom	United Kingdom	Homo sapiens		Guerendiain,D.		2016	2022-11-27	dsDNA
LC718895	GenBank	Human papillomavirus 16	Alphapapillomavirus 9		K3131	Human papillomavirus type 16 K3131 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Iwata,T., Matsumoto,K.		2021	2022-07-15	dsDNA
LC718896	GenBank	Human papillomavirus 16	Alphapapillomavirus 9		K3163	Human papillomavirus type 16 K3163 DNA, complete genome	7174	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Iwata,T., Matsumoto,K.		2021	2022-07-15	dsDNA
LC718897	GenBank	Human papillomavirus 16	Alphapapillomavirus 9		K5048	Human papillomavirus type 16 K5048 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Iwata,T., Matsumoto,K.		2021	2022-07-15	dsDNA
LC718898	GenBank	Human papillomavirus 16	Alphapapillomavirus 9		K5060	Human papillomavirus type 16 K5060 DNA, complete genome	7909	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Iwata,T., Matsumoto,K.		2021	2022-07-15	dsDNA
LC718899	GenBank	Human papillomavirus 16	Alphapapillomavirus 9		21-20-P-002	Human papillomavirus type 16 21-20-P-002 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Iwata,T., Matsumoto,K.		2020	2022-07-15	dsDNA
LC718900	GenBank	Human papillomavirus 16	Alphapapillomavirus 9		21-21-P-001	Human papillomavirus type 16 21-21-P-001 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Iwata,T., Matsumoto,K.		2021	2022-07-15	dsDNA
LC718901	GenBank	Human papillomavirus 16	Alphapapillomavirus 9		21-21-P-007	Human papillomavirus type 16 21-21-P-007 DNA, complete genome	7904	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Iwata,T., Matsumoto,K.		2021	2022-07-15	dsDNA
LC718902	GenBank	Human papillomavirus 16	Alphapapillomavirus 9		21-21-P-008	Human papillomavirus type 16 21-21-P-008 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Iwata,T., Matsumoto,K.		2021	2022-07-15	dsDNA
LC718903	GenBank	Human papillomavirus 16	Alphapapillomavirus 9		21-21-P-011	Human papillomavirus type 16 21-21-P-011 DNA, complete genome	7904	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Iwata,T., Matsumoto,K.		2021	2022-07-15	dsDNA
MZ447799	GenBank	Human papillomavirus 16	Alphapapillomavirus 9		C9	Human papillomavirus type 16 isolate C9, complete genome	7905	complete	Pakistan	Pakistan	Homo sapiens		Minhas,S., Kashif,M., Idrees,M., Ansari,F.			2022-03-19	dsDNA
MZ447800	GenBank	Human papillomavirus 16	Alphapapillomavirus 9		C50	Human papillomavirus type 16 isolate C50, complete genome	7909	complete	Pakistan	Pakistan	Homo sapiens		Minhas,S., Kashif,M., Idrees,M., Ansari,F.		2018-11	2022-03-19	dsDNA
MZ447801	GenBank	Human papillomavirus 16	Alphapapillomavirus 9		C122	Human papillomavirus type 16 isolate C122, complete genome	7155	complete	Pakistan	Pakistan	Homo sapiens	oronasopharynx	Minhas,S., Kashif,M., Idrees,M., Ansari,F.		2019-01	2022-03-19	dsDNA
LC647437	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3039	Human papillomavirus type 16 K3039 DNA, complete genome	7906	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647438	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3054	Human papillomavirus type 16 K3054 DNA, complete genome	7906	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647439	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3099	Human papillomavirus type 16 K3099 DNA, complete genome	7906	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647440	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3107	Human papillomavirus type 16 K3107 DNA, complete genome	7884	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647441	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3110	Human papillomavirus type 16 K3110 DNA, complete genome	7973	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647442	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3079	Human papillomavirus type 16 K3079 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647443	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3037	Human papillomavirus type 16 K3037 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647444	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3047	Human papillomavirus type 16 K3047 DNA, complete genome	7861	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647445	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3049	Human papillomavirus type 16 K3049 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647446	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3055	Human papillomavirus type 16 K3055 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647447	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3106	Human papillomavirus type 16 K3106 DNA, complete genome	7904	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647448	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3124	Human papillomavirus type 16 K3124 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647449	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3031	Human papillomavirus type 16 K3031 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647450	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3046	Human papillomavirus type 16 K3046 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647451	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3066	Human papillomavirus type 16 K3066 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647452	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3108	Human papillomavirus type 16 K3108 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647453	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3119	Human papillomavirus type 16 K3119 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647454	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3128	Human papillomavirus type 16 K3128 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647455	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3080	Human papillomavirus type 16 K3080 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647456	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3081	Human papillomavirus type 16 K3081 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC647457	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		K3114	Human papillomavirus type 16 K3114 DNA, complete genome	7903	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-08-25	dsDNA
LC644164	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		SW0089	Human papillomavirus type 16 SW0089 DNA, complete genome	7882	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644165	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		SW0100	Human papillomavirus type 16 SW0100 DNA, complete genome	7906	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644166	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK0194	Human papillomavirus type 16 TK0194 DNA, complete genome	7907	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644167	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		22-19-P-005	Human papillomavirus type 16 22-19-P-005 DNA, complete genome	7906	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644168	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		22-19-P-010	Human papillomavirus type 16 22-19-P-010 DNA, complete genome	7885	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644169	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		22-19-P-031	Human papillomavirus type 16 22-19-P-031 DNA, complete genome	7906	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644170	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		SW0097	Human papillomavirus type 16 SW0097 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644171	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		SW0083	Human papillomavirus type 16 SW0083 DNA, complete genome	7906	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644172	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		SW0087	Human papillomavirus type 16 SW0087 DNA, complete genome	7906	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644173	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		SW0115	Human papillomavirus type 16 SW0115 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644174	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK0181	Human papillomavirus type 16 TK0181 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644175	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK0205	Human papillomavirus type 16 TK0205 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644176	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		22-19-P-001	Human papillomavirus type 16 22-19-P-001 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644177	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		22-19-P-003	Human papillomavirus type 16 22-19-P-003 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644178	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		22-19-P-008	Human papillomavirus type 16 22-19-P-008 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644179	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		22-20-P-001	Human papillomavirus type 16 22-20-P-001 DNA, complete genome	7905	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644180	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		22-20-P-032	Human papillomavirus type 16 22-20-P-032 DNA, complete genome	7906	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644181	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		22-20-P-048	Human papillomavirus type 16 22-20-P-048 DNA, complete genome	7913	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
LC644182	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		TK0180	Human papillomavirus type 16 TK0180 DNA, complete genome	7904	complete	Japan	Japan	Homo sapiens		Tanaka,K., Iwata,T., Kukimoto,I.			2021-07-31	dsDNA
