Accession	GenBank_RefSeq	Organism_Name	Species	Genotype	Isolate	GenBank_Title	Length	Nuc_Completeness	Geo_Location	Country	Host	Tissue_Specimen_Source	Submitters	Publications	Collection_Date	Release_Date	Molecule_type
LC508993	GenBank	human papillomavirus 18	Alphapapillomavirus 7		K0280	Human papillomavirus type 18 K0280 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC508994	GenBank	human papillomavirus 18	Alphapapillomavirus 7		K0390	Human papillomavirus type 18 K0390 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC508995	GenBank	human papillomavirus 18	Alphapapillomavirus 7		K1053	Human papillomavirus type 18 K1053 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC508996	GenBank	human papillomavirus 18	Alphapapillomavirus 7		K1092	Human papillomavirus type 18 K1092 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC508997	GenBank	human papillomavirus 18	Alphapapillomavirus 7		K1456	Human papillomavirus type 18 K1456 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC508998	GenBank	human papillomavirus 18	Alphapapillomavirus 7		K1506	Human papillomavirus type 18 K1506 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC508999	GenBank	human papillomavirus 18	Alphapapillomavirus 7		K1929	Human papillomavirus type 18 K1929 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC509000	GenBank	human papillomavirus 18	Alphapapillomavirus 7		TK018	Human papillomavirus type 18 TK018 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC509001	GenBank	human papillomavirus 18	Alphapapillomavirus 7		TK032	Human papillomavirus type 18 TK032 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC509002	GenBank	human papillomavirus 18	Alphapapillomavirus 7		K0859	Human papillomavirus type 18 K0859 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC509003	GenBank	human papillomavirus 18	Alphapapillomavirus 7		K1385	Human papillomavirus type 18 K1385 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC509004	GenBank	human papillomavirus 18	Alphapapillomavirus 7		K2087	Human papillomavirus type 18 K2087 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC509005	GenBank	human papillomavirus 18	Alphapapillomavirus 7		K0619	Human papillomavirus type 18 K0619 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
LC509006	GenBank	human papillomavirus 18	Alphapapillomavirus 7		K1872	Human papillomavirus type 18 K1872 DNA, complete genome	7857	complete	Japan	Japan	Homo sapiens		Kukimoto,I., Yamaguchi,M., Tenjimbayashi,Y., Hirose,Y., Onuki,M., Iwata,T., Matsumoto,K.			2020-05-02	dsDNA
MF288652	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C502873_R1_1041961_(0w)	Human papillomavirus 18 isolate C502873_R1_1041961_(0w), complete genome	7824	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288653	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C502873_R2_1405573_(8w)	Human papillomavirus 18 isolate C502873_R2_1405573_(8w), complete genome	7824	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288654	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C413057_R1_1107035_(0w)	Human papillomavirus 18 isolate C413057_R1_1107035_(0w), complete genome	7824	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288655	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C413057_R2_1487713_(50w)	Human papillomavirus 18 isolate C413057_R2_1487713_(50w), complete genome	7824	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288656	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1107217_N-P	Human papillomavirus 18 isolate 1107217_N-P, complete genome	7824	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288657	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C439207_R1_1329696_N-P	Human papillomavirus 18 isolate C439207_R1_1329696_N-P, complete genome	7824	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288658	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C573061_R1_1115315_(0w)	Human papillomavirus 18 isolate C573061_R1_1115315_(0w), complete genome	7824	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288659	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C573061_R2_1506258_(51w)	Human papillomavirus 18 isolate C573061_R2_1506258_(51w), complete genome	7824	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288660	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C434607_R1_1177558_(0w)	Human papillomavirus 18 isolate C434607_R1_1177558_(0w), complete genome	7824	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288661	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C434607_R2_1711283_(72w)	Human papillomavirus 18 isolate C434607_R2_1711283_(72w), complete genome	7824	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288662	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1359486_N-P	Human papillomavirus 18 isolate 1359486_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288663	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C415154_R1_1138896_N-P	Human papillomavirus 18 isolate C415154_R1_1138896_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288664	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1193039_N-P	Human papillomavirus 18 isolate 1193039_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288665	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1447457_N-P	Human papillomavirus 18 isolate 1447457_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288666	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C318923_R3_1749078_(0w)	Human papillomavirus 18 isolate C318923_R3_1749078_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2010	2017-10-21	dsDNA
MF288667	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C318923_R4_2103261_(51w)	Human papillomavirus 18 isolate C318923_R4_2103261_(51w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2011	2017-10-21	dsDNA
MF288668	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1192983_N-P	Human papillomavirus 18 isolate 1192983_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288669	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C601456_R1_1098610_N-P	Human papillomavirus 18 isolate C601456_R1_1098610_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288670	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C506270_R2_1509726_(0w)	Human papillomavirus 18 isolate C506270_R2_1509726_(0w), complete genome	7831	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288671	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C506270_R3_1852264_(50w)	Human papillomavirus 18 isolate C506270_R3_1852264_(50w), complete genome	7831	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2010	2017-10-21	dsDNA
MF288672	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C624762_R1_1335730_(0w)	Human papillomavirus 18 isolate C624762_R1_1335730_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288673	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C624762_R2_1639548_(57w)	Human papillomavirus 18 isolate C624762_R2_1639548_(57w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288674	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C299773_R1_1080494_(0w)	Human papillomavirus 18 isolate C299773_R1_1080494_(0w), complete genome	7845	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288675	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C299773_R2_1436785_(51w)	Human papillomavirus 18 isolate C299773_R2_1436785_(51w), complete genome	7845	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288676	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C299773_R3_1779229_(102w)	Human papillomavirus 18 isolate C299773_R3_1779229_(102w), complete genome	7845	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2010	2017-10-21	dsDNA
MF288677	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C498643_R1_1192121_(0w)	Human papillomavirus 18 isolate C498643_R1_1192121_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288678	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C498643_R2_1564219_(54w)	Human papillomavirus 18 isolate C498643_R2_1564219_(54w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288679	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C310065_R1_1389573_N-P	Human papillomavirus 18 isolate C310065_R1_1389573_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288680	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C340709_R1_1279365_N-P	Human papillomavirus 18 isolate C340709_R1_1279365_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288681	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C385149_R1_1186655_(0w)	Human papillomavirus 18 isolate C385149_R1_1186655_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288682	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C385149_R2_1569977_(54w)	Human papillomavirus 18 isolate C385149_R2_1569977_(54w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288683	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1310091_R1_P_R2_FAIL	Human papillomavirus 18 isolate 1310091_R1_P_R2_FAIL, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288684	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1389481_N-P	Human papillomavirus 18 isolate 1389481_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288685	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C575918_R1_1071512_(0w)	Human papillomavirus 18 isolate C575918_R1_1071512_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288686	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C575918_R2_1429982_(50w)	Human papillomavirus 18 isolate C575918_R2_1429982_(50w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288687	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C406921_R1_1177005_N-P	Human papillomavirus 18 isolate C406921_R1_1177005_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288688	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1115002_N-P	Human papillomavirus 18 isolate 1115002_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288689	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1508690_N-P	Human papillomavirus 18 isolate 1508690_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288690	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C532476_R1_1127082_N-P	Human papillomavirus 18 isolate C532476_R1_1127082_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288691	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1390622_R1_P_R2_FAIL	Human papillomavirus 18 isolate 1390622_R1_P_R2_FAIL, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288692	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C353934_R1_1193001_N-P	Human papillomavirus 18 isolate C353934_R1_1193001_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288693	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C430899_R1_1153841_N-P	Human papillomavirus 18 isolate C430899_R1_1153841_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288694	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C439921_R1_1139309_N-P	Human papillomavirus 18 isolate C439921_R1_1139309_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288695	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C440737_R1_1103988_N-P	Human papillomavirus 18 isolate C440737_R1_1103988_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288696	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1581449_N-P	Human papillomavirus 18 isolate 1581449_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288697	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1445230_R2_P_R1_FAIL	Human papillomavirus 18 isolate 1445230_R2_P_R1_FAIL, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288698	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C335048_R2_1591561_(0w)	Human papillomavirus 18 isolate C335048_R2_1591561_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288699	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C644657_R1_1107720_(0w)	Human papillomavirus 18 isolate C644657_R1_1107720_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288700	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C644657_R2_1488163_(55w)	Human papillomavirus 18 isolate C644657_R2_1488163_(55w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288701	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C644657_R3_1822640_(103w)	Human papillomavirus 18 isolate C644657_R3_1822640_(103w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2010	2017-10-21	dsDNA
MF288702	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C644657_R4_2179348_(154w)	Human papillomavirus 18 isolate C644657_R4_2179348_(154w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2011	2017-10-21	dsDNA
MF288703	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C627893_R1_1382535_(0w)	Human papillomavirus 18 isolate C627893_R1_1382535_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288704	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C627893_R2_1657900_(46w)	Human papillomavirus 18 isolate C627893_R2_1657900_(46w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288705	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C425046_R1_1388626_(0w)	Human papillomavirus 18 isolate C425046_R1_1388626_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288706	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C425046_R2_1678154_(54w)	Human papillomavirus 18 isolate C425046_R2_1678154_(54w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288707	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C440384_R1_1310123_N-P	Human papillomavirus 18 isolate C440384_R1_1310123_N-P, complete genome	7842	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288708	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C412607_R1_1241497_(0w)	Human papillomavirus 18 isolate C412607_R1_1241497_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288709	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C412607_R2_1595957_(56w)	Human papillomavirus 18 isolate C412607_R2_1595957_(56w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288710	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C335048_R3_1978895_(63w)	Human papillomavirus 18 isolate C335048_R3_1978895_(63w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2010	2017-10-21	dsDNA
MF288711	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C578032_R2_1441689_(0w)	Human papillomavirus 18 isolate C578032_R2_1441689_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288712	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C578032_R3_1777990_(53w)	Human papillomavirus 18 isolate C578032_R3_1777990_(53w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2010	2017-10-21	dsDNA
MF288713	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C533713_R2_1453915_(0w)	Human papillomavirus 18 isolate C533713_R2_1453915_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288714	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C533713_R3_1794175_(52w)	Human papillomavirus 18 isolate C533713_R3_1794175_(52w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2010	2017-10-21	dsDNA
MF288715	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C458963_R1_1201270_(0w)	Human papillomavirus 18 isolate C458963_R1_1201270_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288716	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C458963_R2_1584969_(48w)	Human papillomavirus 18 isolate C458963_R2_1584969_(48w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288717	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1533526_N-P	Human papillomavirus 18 isolate 1533526_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288718	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C487627_R1_1178751_(0w)	Human papillomavirus 18 isolate C487627_R1_1178751_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288719	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C487627_R2_1553725_(52w)	Human papillomavirus 18 isolate C487627_R2_1553725_(52w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288720	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1174820_N-P	Human papillomavirus 18 isolate 1174820_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288721	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1209155_R1_P_R2_FAIL	Human papillomavirus 18 isolate 1209155_R1_P_R2_FAIL, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288722	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C387957_R1_1124102_N-P	Human papillomavirus 18 isolate C387957_R1_1124102_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288723	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C451606_R1_1201181_(0w)	Human papillomavirus 18 isolate C451606_R1_1201181_(0w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288724	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C451606_R2_1584906_(52w)	Human papillomavirus 18 isolate C451606_R2_1584906_(52w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
MF288725	GenBank	human papillomavirus 18	Alphapapillomavirus 7		C451606_R3_1915584_(100w)	Human papillomavirus 18 isolate C451606_R3_1915584_(100w), complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2010	2017-10-21	dsDNA
MF288726	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1314304_N-P	Human papillomavirus 18 isolate 1314304_N-P, complete genome	7857	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2008	2017-10-21	dsDNA
MF288727	GenBank	human papillomavirus 18	Alphapapillomavirus 7		1494573_N-P	Human papillomavirus 18 isolate 1494573_N-P, complete genome	7844	complete	Netherlands	Netherlands	Homo sapiens		van der Weele,P., Meijer,C.J.L.M., King,A.J.		2009	2017-10-21	dsDNA
KX514433	GenBank	human papillomavirus 18	Alphapapillomavirus 7		pam9	Human papillomavirus 18 isolate pam9, complete genome	7857	complete	Brazil	Brazil	Homo sapiens		de Oliveira,G.R., Siqueira,J.D., Finger-Jardim,F., Vieira,V.C., Silva,R.L., Goncalves,C.V., Soares,E., de Martinez,A.M.B., Soares,M.A.			2017-05-17	dsDNA
